,Population,Region ID,Region Name
5194,778,22830, Greater Shepparton
5198,1734,23270, Hume
5201,10,24130, Macedon Ranges
5202,414,24250, Mansfield
5205,2590,25340, Mornington Peninsula
5206,1287,25490, Moyne
5210,1417,20910, Bayside (Vic.)
5213,2437,21890, Darebin
5217,245,22410, Glenelg
5219,1988,23430, Kingston (Vic.)
5225,306,26730, Warrnambool
5228,3214,27260, Wyndham
5229,50,27630, Yarriambiack
5234,102,21670, Central Goldfields
5235,1917,22170, Frankston
5239,3672,22750, Greater Geelong
5243,1355,23350, Indigo
5244,1048,24210, Manningham
5252,201,26890, West Wimmera
5255,1292,20660, Banyule
5256,574,20830, Baw Baw
5264,156,22910, Hepburn
5266,4,23190, Horsham
5267,1744,24330, Maribyrnong
5268,624,24600, Melbourne
5270,2190,24970, Monash
5275,596,25710, Nillumbik
5278,736,25900, Port Phillip
5280,902,26350, Stonnington
5283,465,26730, Warrnambool
5285,614,20260, Ararat
5286,728,20740, Bass Coast
5289,1303,21450, Cardinia
5291,246,21750, Colac Otway
5292,1525,22170, Frankston
5296,1628,23430, Kingston (Vic.)
5297,6862,24410, Maroondah
5299,384,24900, Moira
5303,251,25620, Murrindindi
5306,809,27350, Yarra
5309,60,27630, Yarriambiack
5314,4372,22620, Greater Bendigo
5315,3613,22750, Greater Geelong
5317,3007,23270, Hume
5320,448,25150, Moorabool
5322,249,25620, Murrindindi
5324,1169,26260, Southern Grampians
5326,991,26700, Wangaratta
5328,35,26890, West Wimmera
5331,55,27630, Yarriambiack
5334,717,20830, Baw Baw
5336,2004,21450, Cardinia
5337,6389,21610, Casey
5339,812,21890, Darebin
5340,94,22250, Gannawarra
5344,3264,22750, Greater Geelong
5349,1504,25060, Moonee Valley
5356,429,26700, Wangaratta
5358,930,27350, Yarra
5363,10290,22170, Frankston
5364,2074,22170, Frankston
5368,133,24250, Mansfield
5369,2357,24970, Monash
5370,1004,25620, Murrindindi
5372,3823,25710, Nillumbik
5390,245,23350, Indigo
5392,1202,24330, Maribyrnong
5398,55,26890, West Wimmera
5400,1988,27260, Wyndham
5404,764,20740, Bass Coast
5408,148908,22310, Glen Eira
5409,16864,22750, Greater Geelong
5411,55,22980, Hindmarsh
5414,221,23350, Indigo
5420,163,26260, Southern Grampians
5422,534,26810, Wellington
5427,684,20910, Bayside (Vic.)
5429,31,21270, Buloke
5434,1755,22310, Glen Eira
5435,203,22410, Glenelg
5437,1818,23670, Knox
5438,135,24250, Mansfield
5443,246,25490, Moyne
5445,395,26170, South Gippsland
5446,114,26430, Strathbogie
5448,2157,26730, Warrnambool
5451,1189,20910, Bayside (Vic.)
5453,338,21370, Campaspe
5454,5034,21610, Casey
5458,222,23190, Horsham
5460,797,23810, Latrobe (Vic.)
5465,666,24600, Melbourne
5466,6727,25060, Moonee Valley
5467,559,25810, Northern Grampians
5469,424,26700, Wangaratta
5474,153,20110, Alpine
5480,4466,22830, Greater Shepparton
5484,1681,23670, Knox
5490,7891,24410, Maroondah
5491,514,24600, Melbourne
5494,206,25490, Moyne
5496,75,25990, Pyrenees
5503,511,27170, Wodonga
5505,3615,27260, Wyndham
5509,8617,21450, Cardinia
5515,727,24130, Macedon Ranges
5521,1195,25490, Moyne
5522,124,25620, Murrindindi
5523,10265,25900, Port Phillip
5524,3276,26080, Queenscliffe
5527,656,27170, Wodonga
5528,21187,27260, Wyndham
5530,1278,20570, Ballarat
5534,1634,21450, Cardinia
5535,709,22310, Glen Eira
5536,246,22410, Glenelg
5537,317,22410, Glenelg
5539,3472,23270, Hume
5542,1448,24210, Manningham
5546,301,24900, Moira
5547,483,25150, Moorabool
5548,2054,25250, Moreland
5549,191,25810, Northern Grampians
5551,534,26490, Surf Coast
5555,2052,27450, Yarra Ranges
5558,113,21270, Buloke
5559,428,21370, Campaspe
5561,7795,22620, Greater Bendigo
5567,5985,24600, Melbourne
5571,1519,24900, Moira
5575,54,26670, Towong
5576,2046,27070, Whittlesea
5580,750,20830, Baw Baw
5581,1877,20910, Bayside (Vic.)
5583,193,22490, Golden Plains
5584,256,23190, Horsham
5588,452,24780, Mildura
5589,3059,24850, Mitchell
5591,404,25710, Nillumbik
5593,75,26670, Towong
5594,1956,27350, Yarra
5600,294,20740, Bass Coast
5602,1220,21610, Casey
5606,1256,23110, Hobsons Bay
5607,1265,23110, Hobsons Bay
5609,148,24250, Mansfield
5610,3917,24330, Maribyrnong
5622,219,21670, Central Goldfields
5623,238,21750, Colac Otway
5624,159,21830, Corangamite
5631,720,24330, Maribyrnong
5636,796,25710, Nillumbik
5642,3,29799, Migratory - Offshore - Shipping (Vic.)
5644,826,20570, Ballarat
5648,1422,21110, Boroondara
5651,1298,22310, Glen Eira
5658,1488,24210, Manningham
5659,70,24250, Mansfield
5660,1600,25250, Moreland
5666,251,26610, Swan Hill
5669,566,27350, Yarra
5676,8760,20660, Banyule
5687,178,25620, Murrindindi
5688,286,26610, Swan Hill
5690,5329,27070, Whittlesea
5694,1238,20570, Ballarat
5696,1418,20910, Bayside (Vic.)
5697,423,22490, Golden Plains
5703,747,24130, Macedon Ranges
5705,1414,24410, Maroondah
5710,184,25490, Moyne
5716,26,29499, No usual address (Vic.)
5717,0,29799, Migratory - Offshore - Shipping (Vic.)
5720,1131,20910, Bayside (Vic.)
5721,212,21830, Corangamite
5726,598,24130, Macedon Ranges
5727,139,24250, Mansfield
5729,7364,25060, Moonee Valley
5731,1734,25340, Mornington Peninsula
5732,1276,25900, Port Phillip
5739,1755,20660, Banyule
5747,141,23940, Loddon
5748,291,24330, Maribyrnong
5750,717,24780, Mildura
5751,600,24850, Mitchell
5752,351,24900, Moira
5753,1411,24970, Monash
5755,18071,25250, Moreland
5757,68,25990, Pyrenees
5768,162,21010, Benalla
5775,4351,23110, Hobsons Bay
5783,115,25810, Northern Grampians
5791,691,20830, Baw Baw
5792,62,21270, Buloke
5793,360,21370, Campaspe
5794,125,21670, Central Goldfields
5795,1277,21750, Colac Otway
5799,8077,24210, Manningham
5800,64,24250, Mansfield
5804,3725,25710, Nillumbik
5805,400,26490, Surf Coast
5813,405,20740, Bass Coast
5814,11950,21110, Boroondara
5815,521,21270, Buloke
5816,382,21370, Campaspe
5817,1788,21450, Cardinia
5818,2697,21610, Casey
5825,3429,24600, Melbourne
5826,772,24850, Mitchell
5827,1706,24970, Monash
5833,866,27350, Yarra
5837,151,21010, Benalla
5839,3681,21610, Casey
5841,1034,22410, Glenelg
5843,516,23110, Hobsons Bay
5844,228,23190, Horsham
5852,261,24900, Moira
5853,1143,25060, Moonee Valley
5854,465,25150, Moorabool
5857,463,27170, Wodonga
5858,5980,27260, Wyndham
5868,264,21750, Colac Otway
5873,401,23940, Loddon
5875,1212,24650, Melton
5878,1569,25340, Mornington Peninsula
5879,162,25430, Mount Alexander
5884,418,26490, Surf Coast
5886,100,29499, No usual address (Vic.)
5887,5,29799, Migratory - Offshore - Shipping (Vic.)
5890,1434,20660, Banyule
5892,340,21750, Colac Otway
5893,167,21830, Corangamite
5899,3273,23270, Hume
5906,53,26670, Towong
5908,0,29399, Unincorporated Vic
5910,152,21830, Corangamite
5915,285,22980, Hindmarsh
5917,181,23350, Indigo
5924,980,25900, Port Phillip
5925,70,25990, Pyrenees
5927,1205,26610, Swan Hill
5929,44,26670, Towong
5934,1472,20570, Ballarat
5935,333,20740, Bass Coast
5943,992,23110, Hobsons Bay
5944,258,23190, Horsham
5947,2002,24130, Macedon Ranges
5952,145,26430, Strathbogie
5954,415,26700, Wangaratta
5962,2237,21370, Campaspe
5963,316,21670, Central Goldfields
5966,133,22250, Gannawarra
5967,1707,22310, Glen Eira
5972,759,25060, Moonee Valley
5973,485,25150, Moorabool
5979,222,26610, Swan Hill
5981,4050,27070, Whittlesea
5982,521,27170, Wodonga
5987,264,21010, Benalla
5988,2295,21110, Boroondara
5989,2356,21180, Brimbank
5990,493,21370, Campaspe
5992,1674,22490, Golden Plains
5994,1524,22620, Greater Bendigo
5997,735,24130, Macedon Ranges
6002,1270,24600, Melbourne
6004,3447,26350, Stonnington
6006,577,27170, Wodonga
6009,2760,20910, Bayside (Vic.)
6011,194,22410, Glenelg
6015,565,23810, Latrobe (Vic.)
6016,115,23940, Loddon
6017,1072,24410, Maroondah
6019,731,24780, Mildura
6020,2886,24850, Mitchell
6021,30522,24900, Moira
6022,3367,25250, Moreland
6026,31,26890, West Wimmera
6027,9725,26980, Whitehorse
6028,2835,27070, Whittlesea
6031,0,29399, Unincorporated Vic
6041,1765,22670, Greater Dandenong
6044,851,24650, Melton
6045,2487,25250, Moreland
6046,651,25620, Murrindindi
6048,2704,26490, Surf Coast
6055,160,20260, Ararat
6056,1417,20570, Ballarat
6058,2098,21110, Boroondara
6059,2266,21180, Brimbank
6064,309,22910, Hepburn
6067,7371,24210, Manningham
6068,3432,24780, Mildura
6069,722,24850, Mitchell
6070,1831,25250, Moreland
6072,1449,25900, Port Phillip
6075,210,26430, Strathbogie
6083,0,29799, Migratory - Offshore - Shipping (Vic.)
6085,56,21270, Buloke
6091,158,22910, Hepburn
6094,647,24850, Mitchell
6097,1412,25900, Port Phillip
6098,62,25990, Pyrenees
6101,120,26430, Strathbogie
6107,14053,21180, Brimbank
6121,30,26080, Queenscliffe
6122,507,26490, Surf Coast
6125,165,20260, Ararat
6126,1465,20660, Banyule
6127,157,21010, Benalla
6128,2576,21180, Brimbank
6129,45,21270, Buloke
6133,72,22980, Hindmarsh
6136,18851,23270, Hume
6138,1297,24210, Manningham
6141,2663,24410, Maroondah
6142,1738,24650, Melton
6144,1654,25340, Mornington Peninsula
6145,225,25430, Mount Alexander
6152,1645,26980, Whitehorse
6155,113,20110, Alpine
6164,5314,23810, Latrobe (Vic.)
6165,63,23940, Loddon
6167,3535,24600, Melbourne
6171,20,26080, Queenscliffe
6173,1401,26980, Whitehorse
6176,201,20110, Alpine
6184,1890,22670, Greater Dandenong
6187,982,23810, Latrobe (Vic.)
6188,73,23940, Loddon
6194,275,26170, South Gippsland
6197,269,26610, Swan Hill
6200,38,29399, Unincorporated Vic
6202,153,20260, Ararat
6203,8066,20570, Ballarat
6205,250,21010, Benalla
6206,2227,21890, Darebin
6207,477,22110, East Gippsland
6210,1473,23110, Hobsons Bay
6211,1196,23190, Horsham
6219,1211,25150, Moorabool
6226,1535,26700, Wangaratta
6227,2688,27070, Whittlesea
6228,586,27170, Wodonga
6231,131,29499, No usual address (Vic.)
6236,213,21670, Central Goldfields
6237,278,21750, Colac Otway
6238,935,21830, Corangamite
6239,1347,21890, Darebin
6241,324,22490, Golden Plains
6245,427,24600, Melbourne
6250,202,25810, Northern Grampians
6253,48,26670, Towong
6257,0,29799, Migratory - Offshore - Shipping (Vic.)
6263,331,22490, Golden Plains
6264,1494,22620, Greater Bendigo
6265,85,22980, Hindmarsh
6270,425,26430, Strathbogie
6271,281,26610, Swan Hill
6274,80,26890, West Wimmera
6275,229396,27070, Whittlesea
6282,7064,21890, Darebin
6288,241,25430, Mount Alexander
6290,898,25900, Port Phillip
6291,129,26080, Queenscliffe
6292,444,26490, Surf Coast
6293,278,26670, Towong
6294,35,26890, West Wimmera
6295,2551,26980, Whitehorse
6297,2282,27260, Wyndham
6300,200,20110, Alpine
6311,7381,23670, Knox
6313,1299,24410, Maroondah
6315,2376,25340, Mornington Peninsula
6317,115,26080, Queenscliffe
6318,367,26170, South Gippsland
6324,321,26890, West Wimmera
6325,426,27630, Yarriambiack
6328,1051,20910, Bayside (Vic.)
6329,2335,21110, Boroondara
6331,607,21370, Campaspe
6332,1730,22170, Frankston
6334,3,22980, Hindmarsh
6337,608,24130, Macedon Ranges
6338,169,24250, Mansfield
6339,1317,24330, Maribyrnong
6340,7100,24410, Maroondah
6343,2159,24970, Monash
6350,551,26490, Surf Coast
6352,302,26810, Wellington
6353,284,27630, Yarriambiack
6357,487,22110, East Gippsland
6358,1902,22670, Greater Dandenong
6361,1280,23190, Horsham
6366,418,24330, Maribyrnong
6368,117,25620, Murrindindi
6376,143,20260, Ararat
6377,1447,20570, Ballarat
6379,154,21010, Benalla
6385,954,21890, Darebin
6388,7298,22620, Greater Bendigo
6394,828,25900, Port Phillip
6397,2488,26980, Whitehorse
6400,1450,27350, Yarra
6402,5407,20910, Bayside (Vic.)
6403,138,21010, Benalla
6409,488,22110, East Gippsland
6412,1726,22670, Greater Dandenong
6414,1138,23110, Hobsons Bay
6417,7251,24410, Maroondah
6420,1759,24970, Monash
6424,150,25490, Moyne
6425,73,25990, Pyrenees
6426,130,25990, Pyrenees
6427,286,26170, South Gippsland
6430,126,20260, Ararat
6433,1355,21450, Cardinia
6439,79,22980, Hindmarsh
6440,235,23190, Horsham
6443,791,23810, Latrobe (Vic.)
6453,5,26080, Queenscliffe
6457,11,29399, Unincorporated Vic
6458,237,20110, Alpine
6460,134,21670, Central Goldfields
6462,235,22490, Golden Plains
6465,1254,23110, Hobsons Bay
6467,2149,23670, Knox
6468,979,23810, Latrobe (Vic.)
6469,65,23940, Loddon
6471,1109,24410, Maroondah
6472,2150,24600, Melbourne
6474,2061,24850, Mitchell
6476,313,24900, Moira
6477,516,25150, Moorabool
6478,358,25150, Moorabool
6479,2146,25250, Moreland
6481,245,25490, Moyne
6483,664,25900, Port Phillip
6484,74,26080, Queenscliffe
6486,78,26700, Wangaratta
6488,11914,27260, Wyndham
6489,1749,27450, Yarra Ranges
6494,2280,22310, Glen Eira
6496,2818,22670, Greater Dandenong
6497,3113,22750, Greater Geelong
6505,8407,25060, Moonee Valley
6508,905,25710, Nillumbik
6510,446,26730, Warrnambool
6512,3037,27350, Yarra
6521,119,24250, Mansfield
6531,1150,27450, Yarra Ranges
6537,2014,21450, Cardinia
6539,787,22250, Gannawarra
6540,1363,22670, Greater Dandenong
6544,9661,23670, Knox
6546,3043,24130, Macedon Ranges
6547,746,24330, Maribyrnong
6561,3204,22750, Greater Geelong
6563,645,22830, Greater Shepparton
6564,3900,23270, Hume
6566,2288,23430, Kingston (Vic.)
6570,272,25620, Murrindindi
6571,121,25990, Pyrenees
6574,3083,27070, Whittlesea
6577,2027,27450, Yarra Ranges
6578,137,20110, Alpine
6583,9989,22310, Glen Eira
6595,160,26260, Southern Grampians
6596,268,26610, Swan Hill
6597,57,26670, Towong
6599,459,26810, Wellington
6600,162,26890, West Wimmera
6603,175,20260, Ararat
6604,1461,20570, Ballarat
6606,748,20830, Baw Baw
6607,7315,20910, Bayside (Vic.)
6609,11743,21180, Brimbank
6610,477,21370, Campaspe
6612,5724,21610, Casey
6613,7091,21890, Darebin
6633,0,29799, Migratory - Offshore - Shipping (Vic.)
6636,259,21010, Benalla
6637,2044,21110, Boroondara
6638,284,21270, Buloke
6640,234,21750, Colac Otway
6641,1562,22620, Greater Bendigo
6643,72,23940, Loddon
6644,2692,24650, Melton
6653,402,26730, Warrnambool
6655,267,27170, Wodonga
6663,918,23810, Latrobe (Vic.)
6664,1669,24210, Manningham
6669,1913,25710, Nillumbik
6671,603,27170, Wodonga
6673,0,29799, Migratory - Offshore - Shipping (Vic.)
6674,0,29799, Migratory - Offshore - Shipping (Vic.)
6676,259,21270, Buloke
6679,1507,22310, Glen Eira
6680,193,22410, Glenelg
6684,1224,24210, Manningham
6687,273,25150, Moorabool
6688,149,25810, Northern Grampians
6689,648,25810, Northern Grampians
6691,104,26430, Strathbogie
6694,333,26670, Towong
6695,372,26700, Wangaratta
6696,2407,27070, Whittlesea
6697,26833,27260, Wyndham
6698,3375,27260, Wyndham
6700,120,29499, No usual address (Vic.)
6701,301,20740, Bass Coast
6704,57626,20830, Baw Baw
6705,1015,21110, Boroondara
6716,690,24780, Mildura
6717,716,24850, Mitchell
6721,939,25710, Nillumbik
6722,1147,26350, Stonnington
6725,25,29399, Unincorporated Vic
6727,415,20740, Bass Coast
6730,153,21830, Corangamite
6736,245,23350, Indigo
6737,1862,23430, Kingston (Vic.)
6741,8040,24210, Manningham
6742,115,24250, Mansfield
6743,118,24250, Mansfield
6747,2227,25150, Moorabool
6753,1608,27070, Whittlesea
6757,3208,20830, Baw Baw
6759,167,22410, Glenelg
6764,1993,23270, Hume
6765,201,23350, Indigo
6768,1881,24210, Manningham
6771,3743,25250, Moreland
6773,814,25900, Port Phillip
6776,723,26350, Stonnington
6783,117,29499, No usual address (Vic.)
6784,0,29799, Migratory - Offshore - Shipping (Vic.)
6787,1945,21180, Brimbank
6789,785,21830, Corangamite
6790,914,22670, Greater Dandenong
6792,14379,23270, Hume
6793,169,23350, Indigo
6794,648,24130, Macedon Ranges
6797,1836,25340, Mornington Peninsula
6798,131,25810, Northern Grampians
6801,231,26260, Southern Grampians
6802,4206,26350, Stonnington
6807,1504,27070, Whittlesea
6808,528,27170, Wodonga
6811,710,20830, Baw Baw
6814,2111,21180, Brimbank
6817,310,21750, Colac Otway
6821,106,23350, Indigo
6822,560,24850, Mitchell
6826,722,25710, Nillumbik
6827,601,25710, Nillumbik
6828,113,25810, Northern Grampians
6833,114,26670, Towong
6835,544,27170, Wodonga
6839,0,29799, Migratory - Offshore - Shipping (Vic.)
6843,2393,21180, Brimbank
6844,322,21750, Colac Otway
6845,143,21830, Corangamite
6847,396,22490, Golden Plains
6849,378,24130, Macedon Ranges
6856,107,29499, No usual address (Vic.)
6861,323,21750, Colac Otway
6862,200,22410, Glenelg
6863,59,22980, Hindmarsh
6870,940,25900, Port Phillip
6876,326,26730, Warrnambool
6878,1664,27450, Yarra Ranges
6880,710,20570, Ballarat
6884,3900,21610, Casey
6887,430,22250, Gannawarra
6890,830,22910, Hepburn
6905,979,27350, Yarra
6907,1979,27450, Yarra Ranges
6909,7198,20570, Ballarat
6921,146,25620, Murrindindi
6923,5086,26350, Stonnington
6929,184,20110, Alpine
6935,676,22310, Glen Eira
6952,705,20740, Bass Coast
6956,542,22830, Greater Shepparton
6957,294,23670, Knox
6958,45,23940, Loddon
6960,5772,24600, Melbourne
6961,1516,24650, Melton
6969,749,20830, Baw Baw
6970,467,21370, Campaspe
6972,1503,22170, Frankston
6975,840,22830, Greater Shepparton
6976,274,22910, Hepburn
6977,11336,23430, Kingston (Vic.)
6978,1960,23670, Knox
6979,992,23810, Latrobe (Vic.)
6980,2828,24650, Melton
6982,244,25490, Moyne
6984,438,26730, Warrnambool
6990,1285,20660, Banyule
6991,45,21270, Buloke
6994,1460,21890, Darebin
7001,3453,22750, Greater Geelong
7006,616,24650, Melton
7008,2153,25250, Moreland
7010,1802,25340, Mornington Peninsula
7014,135,26260, Southern Grampians
7017,474,26730, Warrnambool
7018,538,26810, Wellington
7022,77,27630, Yarriambiack
7025,5,22110, East Gippsland
7030,3665,24780, Mildura
7033,1544,25340, Mornington Peninsula
7034,1570,25430, Mount Alexander
7039,2546,26170, South Gippsland
7042,336,26700, Wangaratta
7043,1676,20660, Banyule
7045,1744,22170, Frankston
7046,1647,22310, Glen Eira
7047,845,22830, Greater Shepparton
7056,2333,25340, Mornington Peninsula
7057,163,25490, Moyne
7060,263,26610, Swan Hill
7064,19,27260, Wyndham
7066,10333,27450, Yarra Ranges
7080,383,24850, Mitchell
7081,254,25430, Mount Alexander
7083,158,26430, Strathbogie
7084,2473,26490, Surf Coast
7087,2577,26980, Whitehorse
7088,2002,26980, Whitehorse
7089,921,27350, Yarra
7092,2236,21180, Brimbank
7095,929,21450, Cardinia
7098,0,21830, Corangamite
7104,1297,24410, Maroondah
7106,332,24900, Moira
7110,51,26890, West Wimmera
7111,47,27630, Yarriambiack
7119,3895,21610, Casey
7122,8422,22170, Frankston
7125,1633,22620, Greater Bendigo
7126,227,23190, Horsham
7128,1186,24330, Maribyrnong
7130,16188,24970, Monash
7136,546,21370, Campaspe
7137,500,22110, East Gippsland
7139,1613,22620, Greater Bendigo
7140,2030,22670, Greater Dandenong
7141,55,22980, Hindmarsh
7143,5503,23430, Kingston (Vic.)
7145,1864,24970, Monash
7149,163,25620, Murrindindi
7151,79,25990, Pyrenees
7152,187,26260, Southern Grampians
7153,289,26610, Swan Hill
7157,3643,20830, Baw Baw
7158,137,21010, Benalla
7160,1929,21450, Cardinia
7164,2171,23670, Knox
7165,1216,24410, Maroondah
7168,479,26490, Surf Coast
7170,1800,26980, Whitehorse
7172,50,27630, Yarriambiack
7175,5409,21610, Casey
7180,848,23810, Latrobe (Vic.)
7193,230,26610, Swan Hill
7198,60,27630, Yarriambiack
7200,142,20110, Alpine
7204,1695,21890, Darebin
7205,101,22250, Gannawarra
7207,273,22490, Golden Plains
7208,1362,22620, Greater Bendigo
7209,264,23190, Horsham
7213,2894,24600, Melbourne
7214,2946,24650, Melton
7220,265,25490, Moyne
7224,13,26080, Queenscliffe
7228,33,26890, West Wimmera
7231,1469,27450, Yarra Ranges
7233,123,20260, Ararat
7239,791,22620, Greater Bendigo
7240,1495,23110, Hobsons Bay
7242,95,23940, Loddon
7247,548,25900, Port Phillip
7248,135,25990, Pyrenees
7252,3274,27070, Whittlesea
7253,7,29399, Unincorporated Vic
7254,805,20260, Ararat
7258,107,21270, Buloke
7260,2479,21890, Darebin
7261,48715,22110, East Gippsland
7266,210,23190, Horsham
7268,789,24130, Macedon Ranges
7275,227,26490, Surf Coast
7279,534,27170, Wodonga
7280,240,29499, No usual address (Vic.)
7283,169,21750, Colac Otway
7291,72,23940, Loddon
7294,8709,25340, Mornington Peninsula
7300,212,26430, Strathbogie
7303,618,26810, Wellington
7307,1310,21890, Darebin
7308,39,22410, Glenelg
7309,1086,22490, Golden Plains
7310,1121,23810, Latrobe (Vic.)
7316,203,25810, Northern Grampians
7317,4289,25900, Port Phillip
7321,74,26430, Strathbogie
7324,31,26890, West Wimmera
7325,4006,26890, West Wimmera
7326,1406,20570, Ballarat
7328,358,21370, Campaspe
7332,135,22910, Hepburn
7333,1211,23110, Hobsons Bay
7334,5313,23110, Hobsons Bay
7336,1524,25250, Moreland
7337,2202,25900, Port Phillip
7340,556,26490, Surf Coast
7341,90,26670, Towong
7344,56,26890, West Wimmera
7347,474,20740, Bass Coast
7355,1768,22670, Greater Dandenong
7357,426,22980, Hindmarsh
7358,225,23190, Horsham
7360,75,25990, Pyrenees
7361,1569,26170, South Gippsland
7362,85,26430, Strathbogie
7364,526,26490, Surf Coast
7365,273,26700, Wangaratta
7368,3163,27260, Wyndham
7370,168,29399, Unincorporated Vic
7381,1789,22170, Frankston
7383,244,22410, Glenelg
7384,327,22490, Golden Plains
7385,8601,22670, Greater Dandenong
7386,62,22980, Hindmarsh
7387,2943,23270, Hume
7388,1443,24210, Manningham
7394,50,26080, Queenscliffe
7396,1444,26610, Swan Hill
7398,13122,27070, Whittlesea
7403,199,21830, Corangamite
7404,1836,22110, East Gippsland
7406,1458,22310, Glen Eira
7407,412,22490, Golden Plains
7409,68409,22830, Greater Shepparton
7413,100,23940, Loddon
7415,846,24130, Macedon Ranges
7418,593,24780, Mildura
7429,52,26670, Towong
7430,2203,26980, Whitehorse
7433,210,22410, Glenelg
7434,3771,22750, Greater Geelong
7436,739,23110, Hobsons Bay
7438,166,23190, Horsham
7442,1098,25060, Moonee Valley
7443,511,25150, Moorabool
7444,131,25810, Northern Grampians
7446,526,26260, Southern Grampians
7447,1250,26350, Stonnington
7449,487,26810, Wellington
7450,517,26810, Wellington
7459,143,22250, Gannawarra
7461,871,22830, Greater Shepparton
7462,1692,23430, Kingston (Vic.)
7465,612,24850, Mitchell
7467,767,25710, Nillumbik
7470,9,26260, Southern Grampians
7471,245,26700, Wangaratta
7472,461,26730, Warrnambool
7475,13872,27350, Yarra
7478,3673,20740, Bass Coast
7487,936,22170, Frankston
7498,636,24780, Mildura
7505,847,26260, Southern Grampians
7506,1199,26350, Stonnington
7511,449,26730, Warrnambool
7514,2844,27170, Wodonga
7518,755,20830, Baw Baw
7520,1931,21450, Cardinia
7523,678,22830, Greater Shepparton
7524,197,22910, Hepburn
7525,1864,23670, Knox
7529,690,24850, Mitchell
7542,295,26700, Wangaratta
7546,5383,27260, Wyndham
7549,806,29499, No usual address (Vic.)
7552,2190,23430, Kingston (Vic.)
7554,1294,24210, Manningham
7556,1580,25340, Mornington Peninsula
7558,66,25990, Pyrenees
7561,433,26730, Warrnambool
7564,20,29499, No usual address (Vic.)
7565,1274,20570, Ballarat
7566,2695,21180, Brimbank
7568,4099,22310, Glen Eira
7570,223,22910, Hepburn
7575,61,23940, Loddon
7576,10178,24250, Mansfield
7578,852,24780, Mildura
7580,472,26170, South Gippsland
7581,313,26700, Wangaratta
7582,1771,20660, Banyule
7583,8941,20660, Banyule
7585,71,21270, Buloke
7588,158,21830, Corangamite
7591,3078,22750, Greater Geelong
7594,2435,24650, Melton
7595,2023,25250, Moreland
7596,292,25620, Murrindindi
7597,110,26670, Towong
7601,5699,20570, Ballarat
7602,380,20740, Bass Coast
7605,1790,21180, Brimbank
7608,214,21670, Central Goldfields
7609,260,21750, Colac Otway
7612,2070,22670, Greater Dandenong
7615,8611,23430, Kingston (Vic.)
7617,813,24130, Macedon Ranges
7620,7137,25250, Moreland
7621,482,26170, South Gippsland
7626,2363,22310, Glen Eira
7628,3285,22750, Greater Geelong
7629,915,22830, Greater Shepparton
7630,141,22910, Hepburn
7631,145,22910, Hepburn
7632,118,23350, Indigo
7634,99,24250, Mansfield
7636,1644,24900, Moira
7646,3124,27070, Whittlesea
7649,1149,20910, Bayside (Vic.)
7651,136,21670, Central Goldfields
7652,189,21750, Colac Otway
7654,1561,22620, Greater Bendigo
7664,1911,24600, Melbourne
7669,933,26350, Stonnington
7670,298,26610, Swan Hill
7672,34,26890, West Wimmera
7673,2460,26980, Whitehorse
7674,2187,27070, Whittlesea
7676,48,29399, Unincorporated Vic
7678,132,20110, Alpine
7681,2161,21110, Boroondara
7686,156,24250, Mansfield
7692,214,25430, Mount Alexander
7694,2499,25900, Port Phillip
7707,1270,24210, Manningham
7708,695,24330, Maribyrnong
7715,170,25810, Northern Grampians
7718,483,26430, Strathbogie
7720,1120,21010, Benalla
7722,344,22490, Golden Plains
7725,1177,23350, Indigo
7733,117,20110, Alpine
7734,1523,20660, Banyule
7742,233,22490, Golden Plains
7743,1888,22670, Greater Dandenong
7746,2804,23270, Hume
7749,217,25150, Moorabool
7751,844,25710, Nillumbik
7754,504,26490, Surf Coast
7758,254,27170, Wodonga
7764,0,29799, Migratory - Offshore - Shipping (Vic.)
7766,1127,20910, Bayside (Vic.)
7767,1195,20910, Bayside (Vic.)
7773,268,22410, Glenelg
7776,36,22980, Hindmarsh
7781,1848,25060, Moonee Valley
7782,2652,25150, Moorabool
7787,2846,27260, Wyndham
7795,1036,22410, Glenelg
7798,3308,23270, Hume
7801,3268,24130, Macedon Ranges
7816,3,29799, Migratory - Offshore - Shipping (Vic.)
7817,0,29799, Migratory - Offshore - Shipping (Vic.)
7821,1752,21110, Boroondara
7822,1428,21750, Colac Otway
7823,174,21830, Corangamite
7825,7772,22310, Glen Eira
7827,617,23190, Horsham
7830,752,24330, Maribyrnong
7831,1762,24410, Maroondah
7832,629,24850, Mitchell
7835,599,25620, Murrindindi
7836,36,26670, Towong
7840,530,26810, Wellington
7841,75,27630, Yarriambiack
7845,6653,21110, Boroondara
7849,1616,22170, Frankston
7850,228,22490, Golden Plains
7853,1452,23110, Hobsons Bay
7858,223,25490, Moyne
7863,357,26700, Wangaratta
7865,20,26890, West Wimmera
7866,3972,27350, Yarra
7867,2018,27450, Yarra Ranges
7873,128,21010, Benalla
7883,4768,24600, Melbourne
7894,540,27350, Yarra
7898,742,20830, Baw Baw
7901,124,22250, Gannawarra
7903,134,22910, Hepburn
7907,1634,24410, Maroondah
7909,378,24900, Moira
7916,6,29399, Unincorporated Vic
7919,2049,22170, Frankston
7921,1416,22620, Greater Bendigo
7924,1042,23110, Hobsons Bay
7925,90,24250, Mansfield
7926,819,24330, Maribyrnong
7927,1286,24410, Maroondah
